TID_LANGUAGE_LOCALIZED_NAME;English;ÖĞÎÄ
TID_FAQ_TEXT_TROOPS;After combat, all troops deployed on the battlefield turn back into Elixir and soak into the earth.\n\nExpending troops to win battles is at the heart of strategy in Clash of Clans. Think of your troops as resources to be spent wisely. You should plan every battle carefully and try to use the right number of the right type of troops. Throwing all your troops to combat without considering the cost versus benefit can lead to a Pyrrhic victory, where you end up spending more resources than you gained.;Õ½¶·ºó£¬ËùÓĞµÄ²¿¶ÓÔÚÕ½³¡ÉÏ×ª»Øµ½Ò©¼Á½şÅİµ½µØÇò¡£\ n \ nExpending´òÊ¤ÕÌµÄ²¿¶ÓÊÇÔÚ³åÍ»µÄ¼Ò×åµÄºËĞÄ²ßÂÔ¡£°ÑÄãµÄ²¿¶ÓµÄ×ÊÔ´»¨ÔÚµ¶ÈĞÉÏ¡£ÄãÓ¦¸Ã¼Æ»®Ã¿³¡Õ½¶·£¬²¢³¢ÊÔÊ¹ÓÃÕıÈ·ÊıÁ¿µÄÕıÈ·ÀàĞÍµÄ²¿¶Ó¡£Òı·¢ÄãµÄ¾ü¶Ó£¬ÒÔ´ò»÷²»¿¼ÂÇ³É±¾ÓëĞ§ÒæµÄÇé¿öÏÂ£¬¿ÉÒÔµ¼ÖÂÒ»¸öµÃ²»³¥Ê§µÄÊ¤Àû£¬ÔÚÄÇÀïÄã»¨ÁË±ÈÄã»ñµÃ¸ü¶àµÄ×ÊÔ´¡£
TID_FAQ_TITLE_BUYING;I am unable to buy gems, there is no option in the game?;ÎÒ²»ÄÜÂò±¦Ê¯£¬ÓĞÃ»ÓĞÔÚÓÎÏ·ÖĞµÄÑ¡ÏîÂğ£¿
TID_FAQ_TEXT_BUYING;"Make sure that your device is set to allow in-app purchases. Go to Settings - General - Restrictions and check that In-App Purchases is set to ON. Then quit and restart the game: push the Home *(square) button on your device twice; tap and hold the Clash of Clans icon until it starts wobbling; tap on the upper-right red icon, push Home again, relaunch Clash of Clans and you should be able to buy gems.";ÇëÈ·±£ÄúµÄÉè±¸ÉèÖÃÎªÔÊĞíÔÚÓ¦ÓÃ³ÌĞòÄÚ¹ºÂò¡£½øÈëÉèÖÃ - Í¨ÓÃ - ÏŞÖÆºÍ¼ì²é£¬in-app¹ºÂò±»ÉèÖÃÎª¡°ON¡±¡£È»ºóÍË³ö²¢ÖØĞÂÆô¶¯ÓÎÏ·£ºÍÆÊ×Ò³*£¨·½ĞÎ£©ÔÚÄúµÄÉè±¸ÉÏµÄ°´Å¥Á½´Î£¬ÍÚ¾òºÍ³ÖÓĞµÄ¼Ò×åÍ¼±êµÄ³åÍ»£¬Ö±µ½Ëü¿ªÊ¼Ò¡»Î£¬ÇáµãÓÒÉÏ½ÇµÄºìÉ«Í¼±ê£¬ÔÙ´ÎÍÆÊ×Ò³£¬ÖØĞÂÆô¶¯µÄ×Ú×å³åÍ»ÄãÓ¦¸Ã¿ÉÒÔÂò±¦Ê¯¡£
TID_FAQ_TITLE_LOSTGEMS;I have just purchased gems but they never came through. What can I do?;ÎÒ¸Õ¸Õ¹ºÂòÁË±¦Ê¯£¬µ«ËûÃÇ´ÓÀ´Ã»ÓĞÍ¨¹ı¡£ÎÒÄÜ×öĞ©Ê²Ã´ÄØ£¿
TID_FAQ_TEXT_LOSTGEMS;While most of the transactions go smoothly, sometimes an answer from Apple or our servers might be slower than usual or might result in errors. Please wait some time and see if they will arrive. If this doesn't help, quit and restart the game. Your gems should be credited to you.\n\nIf this doesn't help, please contact our customer support at clashofclans.feedback@supercell.net and our support will help you as soon as possible.;ËäÈ»´ó²¿·Ö½»Ò×Ë³Àû½øĞĞ£¬ÓĞÊ±´ÓÆ»¹ûµÄ´ğ°¸»òÎÒÃÇµÄ·şÎñÆ÷¿ÉÄÜ±ÈÆ½³£Âı»ò¿ÉÄÜ»áµ¼ÖÂ´íÎó¡£ÇëµÈ´ıÒ»¶ÎÊ±¼ä£¬¿´¿´ËûÃÇÊÇ·ñ»áµ½´ï¡£Èç¹ûÕâÃ»ÓĞ°ïÖú£¬ÍË³ö²¢ÖØĞÂÆô¶¯ÓÎÏ·¡£ÄãµÄ±¦Ê¯£¬Ó¦ÍË»¹¸øÄú¡£\ n \ nÈç¹ûÕâÃ»ÓĞ°ïÖú£¬ÇëÁªÏµÎÒÃÇµÄ¿Í»§Ö§³ÖÔÚclashofclans.feedback @ supercell.net£¬ÎÒÃÇµÄÖ§³Ö½«°ïÖúÄã¾¡¿ì¡£
TID_FAQ_TITLE_CLANSCORE;Why is my clan's score smaller than all members' combined scores?;ÎªÊ²Ã´ÎÒµÄ¼Ò×åµÄµÃ·Ö±ÈËùÓĞ³ÉÔ±µÄ×ÛºÏ·ÖÊıÂğ£¿
TID_FAQ_TEXT_CLANSCORE;Clan Score is calculated using a formula that uses weighted scores from all clan members. It is not the sum of all members' scores. The Clan Score is designed allow a more competitive and fair clan ranking.;ÊÏ×å·ÖÊı¼ÆËã¹«Ê½£¬²ÉÓÃ¼ÓÈ¨·ÖÊıËùÓĞ¼Ò×å³ÉÔ±¡£ÕâÊÇ²»ÊÇËùÓĞ³ÉÔ±µÄ·ÖÊı×ÜºÍ¡£µÄÊÏ×å·ÖÊıµÄÄ¿µÄÊÇÈÃÒ»¸ö¸ü¾ß¾ºÕùÁ¦ºÍ¹«Æ½µÄÕ½¶ÓÅÅÃû¡£
TID_FAQ_TITLE_REPLAY;Is there a way to see a replay of an attack on my village?;ÓĞÃ»ÓĞ°ì·¨¿´µ½ÎÒµÄ´å×¯ÖØ²¥¹¥»÷£¿
TID_FAQ_TEXT_REPLAY;You can watch Replays from the Battle Log menu (the letter icon above attack button). It's a good idea to watch these as soon as possible as the system only stores a few of them and will remove the older ones if needed.;Äã¿ÉÒÔ¿´ÖØ²¥µÄÕ½¶·ÈÕÖ¾¡°²Ëµ¥£¨×ÖÄ¸Í¼±ê°´Å¥ÉÏÃæµÄ¹¥»÷£©¡£ÕâÊÇÒ»¸öºÃÖ÷Òâ£¬¾¡¿ì¹Û¿´ÕâĞ©ÏµÍ³Ö»´æ´¢ÆäÖĞµÄ¼¸¸ö£¬Èç¹ûĞèÒªµÄ»°£¬½«É¾³ı¾ÉµÄ¡£
TID_FAQ_TITLE_MULTIACCOUNT;Can I play multiple accounts on a single device?;ÎÒ¿ÉÒÔÍæÒ»Ì¨Éè±¸ÉÏµÄ¶à¸öÕÊ»§Âğ£¿
TID_FAQ_TEXT_MULTIACCOUNT;Clash of Clans supports only one account per device.;³åÍ»µÄ¼Ò×åÖ§³ÖÃ¿¸öÉè±¸Ö»ÓĞÒ»¸öÕÊ»§¡£
TID_FAQ_TITLE_MULTIDEVICE;Can I connect multiple devices to the same account?;ÎÒ¿ÉÒÔ½«¶à¸öÉè±¸Á¬½Óµ½Í¬Ò»¸öÕÊ»§£¿
TID_FAQ_TEXT_MULTIDEVICE;You can play one game on multiple devices, but be sure to login to Game Center with the same account on each device. Logging into Game Center links your village to that Game Center account, and allows you to load your game on any device.;ÔÚ¶à¸öÉè±¸ÉÏ£¬Äã¿ÉÒÔÍæÓÎÏ·£¬µ«ÒªÈ·±£ÔÚÃ¿Ì¨Éè±¸ÉÏÊ¹ÓÃÏàÍ¬µÄÕÊ»§µÇÂ¼µ½ÓÎÏ·ÖĞĞÄ¡£µÇÂ¼µ½ÓÎÏ·ÖĞĞÄÁªÏµ´å£¬ÓÎÏ·ÖĞĞÄÕÊ»§£¬²¢ÔÊĞíÄãÔÚÈÎºÎÉè±¸ÉÏ¼ÓÔØÄãµÄÓÎÏ·¡£
TID_FAQ_TITLE_TEXTSIZE;Can I increase the text size?;ÎÒ¿ÉÒÔÔö¼ÓÎÄ×ÖµÄ´óĞ¡£¿
TID_FAQ_TEXT_TEXTSIZE;To enjoy sharp text and beautiful graphics, we recommend playing Clash of Clans on an iPhone 4/4S, iPod Touch 4th generation or any iPad.\n\nThe game also works on older devices, but the gaming experience might not be optimal.;ÎªÁËÏíÊÜÇåÎúÈñÀûµÄÎÄ×ÖºÍÆ¯ÁÁµÄÍ¼ĞÎ£¬ÎÒÃÇ½¨ÒéÍæiPhone 4/4S£¬iPod TouchµÄµÚËÄ´ú»òÈÎºÎiPadµÄ³åÍ»ÖĞ¶Ó¡£\ n \ n´ËÓÎÏ·Ò²¿ÉÒÔÔÚ¾ÉÉè±¸ÉÏ£¬µ«¿ÉÄÜ²»ÊÇ×î¼ÑµÄÓÎÏ·ÌåÑé¡£
TID_FAQ_TITLE_CHANGENAME;Can I change my village's name?;ÎÒ¿ÉÒÔ¸Ä±äÎÒµÄ´å×¯µÄÃû×ÖÂğ£¿
TID_FAQ_TEXT_CHANGENAME;Sorry, you can't change the name of your village. Your villagers wouldn't know where they live!;¶Ô²»Æğ£¬Äã²»ÄÜ¸Ä±äÄãµÄ´å×¯µÄÃû×Ö¡£ÄãµÄ´åÃñÃÇ²»ÖªµÀËûÃÇÉíÔÚºÎ´¦£¡
TID_FAQ_TITLE_DISCONNECTED;I was disconnected and lost trophies. Can you return them to me?;ÎÒ±»¶Ï¿ª£¬Ê§È¥ÁË½±±­¡£ÄÜ²»ÄÜ°ÑÎÒÂğ£¿
TID_FAQ_TEXT_DISCONNECTED;If you lost trophies due to disconnection, you were either attacked or your own attack was cut short and you lost. Because of the scoring system used in Clash of Clans, we cannot return your trophies under any circumstances. This is because each trophy you lose is actually transferred to another player, and we cannot give you new trophies without unbalancing the ranking system.\n\nTo prevent loss of trophies due to network problems, we recommend that you attack other players only when you have a stable connection (preferably WiFi).;Èç¹ûÄãÊ§È¥ÁË½±±­£¬ÓÉÓÚ¶Ï¿ª£¬Äã±»¹¥»÷»òËõ¶Ì×Ô¼ºµÄ¹¥»÷£¬ÄãÊ§È¥ÁË¡£ÓÉÓÚ³åÍ»µÄ¼Ò×åÖĞÊ¹ÓÃµÄÆÀ·ÖÏµÍ³£¬ÎÒÃÇ¿ÉÒÔÔÚÈÎºÎÇé¿öÏÂ²»·µ»ØÄãµÄ½±±­¡£ÕâÊÇ£¬ÒòÎªÃ¿Ò»¸ö½±±­ÄãÊ§È¥ÁËÊµ¼Ê×ªÈÃ¸øÆäËûÍæ¼Ò£¬ÎÒÃÇ²»ÄÜ¸øÄãĞÂµÄ½±±­£¬¶ø²»Æ½ºâµÄÅÅÃûÏµÍ³¡£\_\ nÎªÁË·ÀÖ¹ËğÊ§µÄ½±±­£¬ÓÉÓÚÍøÂçÎÊÌâ£¬ÎÒÃÇ½¨Òé£¬Äã¹¥»÷ÆäËûÍæ¼Ò£¬Ö»ÓĞµ±ÄãÓĞÒ»¸öÎÈ¶¨µÄÁ¬½Ó£¨×îºÃÊÇÎŞÏßÍøÂç£©¡£
TID_FAQ_TITLE_TROPHIES;How does the trophy system work?;½±±­ÏµÍ³ÊÇÈçºÎ¹¤×÷µÄÄØ£¿
TID_FAQ_TEXT_TROPHIES;When fighting against other players, you will gain or lose trophies depending on the outcome of the battle. You can also lose or gain points when you're attacked, depending on if your defenders win the battle.\n\nThe exact number of points you can gain or lose is calculated based on how likely you are to win the match based both of your and your enemy's trophy points. Winning against the odds will give you more points than winning an easy opponent.;¶ÔÆäËûÍæ¼Ò½øĞĞÕ½¶·Ê±£¬Äã»áµÃµ½»òÊ§È¥µÄ½±±­¸ù¾İÕ½¶·½á¹û¡£ÄúÒ²¿ÉÒÔÊ§È¥»ò»ñµÃ»ı·Ö£¬µ±Äã¹¥»÷£¬Èç¹ûÄãµÄºóÎÀÓ®µÃÕâ³¡Õ½¶·¡£\ n \ n´ËÈ·ÇĞµÄµãÊı£¬Äã¿ÉÒÔµÃµ½»òÊ§È¥µÄ¼ÆËã»ùÓÚÁ½¸öÔõÃ´¿ÉÄÜÊÇÄãÓ®µÃÁË±ÈÈüÄãºÍÄãµÄµĞÈËµÄÕ½ÀûÆ·µã¡£Õ½Ê¤µÄ¼¸ÂÊ»á¸øÄã¸ü¶àµÄ»ı·Ö±ÈÓ®µÃÒ»¸öÈİÒ×¶Ô¸¶µÄ¶ÔÊÖ¡£
TID_FAQ_TITLE_MATCHMAKING;How does ''Find a match'' work?;¡°ÈçºÎÕÒµ½Ò»¸öÆ¥ÅäµÄ¡±¹¤×÷Âğ£¿
TID_FAQ_TEXT_MATCHMAKING;Player vs. player matchmaking is based solely on the amount of trophies you have. Because of this it is possible to be attacked by a much higher or lower level player, if they have close to the same amount of trophies as you have.;Á¿µÄ½±±­ÄãÓĞÍêÈ«»ùÓÚÍæ¼Ò¶ÔÍæ¼ÒÇ£Ïß´îÇÅ¡£ÕıÒòÎªÈç´Ë£¬ËüÊÇÓÉÒ»¸ö¸ü¸ßµÄ»ò¸üµÍµÄË®Æ½µÄÇòÔ±ÄÜ¹»±»¹¥»÷£¬Èç¹ûËüÃÇÓĞ½Ó½ü½±±­ÄãÓĞÏàÍ¬Á¿µÄ¡£
TID_FAQ_TITLE_SPELLS;What are Spells and how can I use them?;ÊÇÊ²Ã´·¨Êõ£¬ÎÒÔõÃ´ÄÜÊ¹ÓÃÄØ£¿
TID_FAQ_TEXT_SPELLS;In order to use spells, you must first upgrade your town hall to level 5. This unlocks a new building called Spell Factory. Spell Factory works quite similarly to Barracks. You can create the potions needed for spells in the factory, but there is a limit how many you can store at once. Upgrading the Spell Factory unlocks new spells and allows you to store more spells for combat.\n\nSpells can only be used when attacking other players. You can cast the spells similarly to how you deploy troops in the battle. Just select the spell from the bar at the bottom of the screen and tap where you want to cast it. Unlike troops, spells can be casted anywhere on the playfield.;ÎªÁËÊ¹ÓÃÄ§·¨£¬Äã±ØĞëÏÈÉı¼¶ÄúµÄÊĞÕşÌüµ½5¼¶¡£½âËøĞÂµÄ½¨Öş£¬ÃûÎª·¨Êõ¹¤³§µÄ¡£·¨Êõ¹¤³§µÄÔË×÷·Ç³£ÀàËÆ¾üÓª¡£Äú¿ÉÒÔ´´½¨Ò©¼ÁĞèÒªÔÚ¹¤³§·¨Êõ£¬µ«ÊÇÊÇÓĞÏŞÖÆ¶àÉÙ£¬Äã¿ÉÒÔ´æ´¢Ò»´Î¡£Éı¼¶µÄ·¨Êõ³§½âËøĞÂµÄ·¨Êõ£¬Ê¹Äú¿ÉÒÔ´æ´¢¸ü¶àµÄ·¨ÊõÕ½¶·¡£\ n \ nSpellsÏÂÊ±£¬Ö»ÄÜÓÃÓÚ¹¥»÷ÆäËûÍæ¼Ò¡£Äú¿ÉÒÔÍ¬ÑùÄãÈçºÎ²¿Êğ²¿¶ÓÔÚÕ½¶·ÖĞÊ©·ÅµÄ·¨Êõ¡£Ö»ĞèÑ¡Ôñ´Ó¾Æ°ÉÔÚÆÁÄ»µÄµ×²¿£¬²¢µãÑ¡ÄúÒªÍ¶µÄ·¨Êõ¡£²»Í¬µÄ²¿¶Ó£¬·¨Êõ¿ÉÒÔ±»×ª»»µÄplayfieldÉÏµÄÈÎºÎµØ·½¡£
TID_FAQ_TITLE_UPGRADES;How do I upgrade my buildings?;ÈçºÎÉı¼¶ÎÒµÄ½¨Öş£¿
TID_FAQ_TEXT_UPGRADES;You can upgrade your buildings by tapping on them and choosing the \qUpgrade\q option. Upgrading your Town Hall unlocks new buildings and allows you to upgrade your existing buildings even further!\n\nBuildings will not work while they are being upgraded. This means that Mines and Elixir Pumps won't generate resources and Cannons and Towers won't shoot enemies while being upgraded.;Í¨¹ıµã»÷£¬²¢Ñ¡Ôñ\ qUpgrade \ qÑ¡Ïî£¬Äã¿ÉÒÔÉı¼¶ÄãµÄ½¨Öş¡£´ó»áÌÃÉı¼¶½âËøĞÂµÄ½¨Öş£¬²¢ÔÊĞí½øÒ»²½Éı¼¶ÄúµÄÏÖÓĞ½¨ÖşÎï\ n \ nBuildings½«ÎŞ·¨Õı³£¹¤×÷£¬¶øËûÃÇÕıÔÚÉı¼¶¡£ÕâÒâÎ¶×Å£¬µØÀ×ºÍÒ©¼Á±Ã²»»á²úÉú×ÊÔ´ºÍ´óÅÚºÍËş²»»áÉä»÷µĞÈË£¬Í¬Ê±ÕıÔÚÉı¼¶¡£
TID_FAQ_TITLE_CHATBAN;I was banned from the global chat. What can I do?;ÎÒ±»½ûÖ¹´ÓÈ«ÇòÁÄÌì¡£ÎÒÄÜ×öĞ©Ê²Ã´ÄØ£¿
TID_FAQ_TEXT_CHATBAN;Please wait for the ban to expire. Do not contact the support because of this as support cannot affect the ban.;ÇëÉÔºòµ½ÆÚµÄ½ûÁî¡£Çë²»ÒªÓëÖ§³Ö£¬ÒòÎªÕâµÄÖ§³Ö¿ÉÒÔÔÚ²»Ó°Ïì½ûÁî¡£
TID_HINT_WELCOME;Once upon a time in a clearing in a magical forest...;Ôø¼¸ºÎÊ±£¬Ò»¸öÉñÆæµÄÉ­ÁÖÖĞµÄÒ»¿é¿ÕµØÉÏ......
TID_HINT_UPGRADE_CANNONS;Upgrade your cannons to improve your defense against intruders;Éı¼¶ÄãµÄ´óÅÚ£¬ÒÔÌá¸ßÄãµÄ·ÀÓùÈëÇÖÕß
TID_HINT_SHIELD;Taking a break from Clash of Clans? Buy a Shield to protect your trophies!;ĞİÏ¢³åÍ»µÄ¼Ò×åÂğ£¿¹ºÂòÒ»¸ö¶ÜÅÆÀ´±£»¤ÄãµÄ½±±­£¡
TID_HINT_UPGRADE_TROOPS;Improve your army! Build the Laboratory and upgrade your troops;Ìá¸ßÄãµÄ¾ü¶Ó£¡½¨Á¢ÊµÑéÊÒºÍÉı¼¶ÄãµÄ²¿¶Ó
TID_HINT_UPGRADE_MINES;Out of gold? Try upgrading your gold mines;³ö½ğÂğ£¿³¢ÊÔÉı¼¶½ğ¿ó
TID_HINT_BUY_TROOP_HOUSING;Upgrade your Army Camps to build a massive army!;Éı¼¶ÄãµÄ¾ü¶ÓÑµÁ·Óª£¬½¨Á¢Ò»¸öÅÓ´óµÄ¾ü¶Ó£¡
TID_HINT_UPGRADE_WALLS;Upgrade your walls to slow down the enemy;Éı¼¶ÄúµÄÇ½±ÚµĞÈË¼õËÙ
TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING;Defensive buildings like Cannons can't shoot while they are being upgraded;·ÀÓùĞÔ½¨Öş£¬ÈçÅÚÎŞ·¨ÅÄÉã£¬¶øËûÃÇÕıÔÚÉı¼¶
TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING;Gold Mines and Elixir Collectors do not generate resources while they are being upgraded;½ğ¿ó¼°Ò©¼ÁÊÕ²Ø¼Ò²»»á²úÉú×ÊÔ´£¬¶øËûÃÇÕıÔÚÉı¼¶
TID_HINT_RESOURCE_LOSSES;Even if your village is completely destroyed, you always keep some of your Gold and Elixir;¼´Ê¹ÄãµÄ´å×¯±»ÍêÈ«´İ»Ù£¬Äã×ÜÊÇ±£³ÖÒ»¶¨µÄ»Æ½ğºÍÒ©¼Á
TID_HINT_DEFENSE;Building good defenses is just as important as aggressive attacking;Í¬ÑùÖØÒªµÄÊÇ½¨Á¢Á¼ºÃµÄ·ÀÓùÊÇ»ı¼«µÄ¹¥»÷Ê±
TID_HINT_BARBARIAN_TARGET;Barbarians tend to attack the nearest thing, regardless of building type;Ò°ÂùÈËÇãÏòÓÚ¹¥»÷×î½üµÄÊÂÇé£¬ÎŞÂÛ½¨ÖşÀàĞÍ
TID_HINT_ARCHER_TARGET;Archers attack anything in their range;¹­¼ıÊÖ¹¥»÷ÈÎºÎÔÚÆä·¶Î§ÄÚ
TID_HINT_GOBLIN_TARGET;Goblins are greedy for Gold and Elixir. Their favorite targets are resource buildings;µØ¾«ÊÇÌ°À·µÄ»Æ½ğºÍÒ©¼Á¡£ËûÃÇ×îÏ²»¶µÄÄ¿±êÊÇ×ÊÔ´½¨Öş
TID_HINT_GOBLIN_DAMAGE;Goblins deal double damage to resource buildings;¸ç²¼ÁÖÔì³ÉË«±¶ÉËº¦µÄ×ÊÔ´½¨Öş
TID_HINT_GIANT_TARGET;Giants prefer to attack defensive structures like Cannons;¾ŞÈË¹¥»÷·ÀÓù½á¹¹Ïñ´óÅÚ
TID_HINT_GIANT_DEPLOY;Giants can take a lot of damage. Deploy them first to draw the defenders' attention.;¾ŞÈË¿ÉÒÔÔì³ÉºÜ´óµÄÉËº¦¡£²¿ÊğËûÃÇÊ×ÏÈ»æÖÆµÄº´ÎÀÕßµÄ×¢ÒâÁ¦¡£
TID_HINT_WALLBREAKER_TARGET;Wall Breakers will try to destroy the nearest wall;»ª¶û½Ö¶ÏÂ·Æ÷½«ÊÔÍ¼´İ»Ù×î½üµÄÇ½±Ú
TID_HINT_WALLBREAKER_DAMAGE;Wall Breakers deal major damage to enemy walls, but blow up themselves in the process;Ç½¶ÏÂ·Æ÷Ôì³ÉÖØ´óËğº¦µÄµĞÈËÇ½£¬µ«´µ×Ô¼ºÔÚÕâ¸ö¹ı³ÌÖĞ
TID_HINT_BALLOON_TARGET;Balloons primarily target enemy defenses like Cannons;ÆøÇòÖ÷ÒªÊÇÕë¶ÔµĞÈËµÄ·ÀÓù¹¤ÊÂ£¬ÈçÅÚ
TID_HINT_BALLOON_AIR;The Balloon is a flying unit, which means that Cannons and Mortars can't target it;¡°ÆøÇò¡±ÊÇÒ»¸ö·ÉĞĞµ¥Î»£¬ÕâÒâÎ¶×Å£¬´óÅÚºÍÆÈ»÷ÅÚ£¬²»ÄÜ½«Ëü×÷ÎªÄ¿±ê
TID_HINT_WIZARD_INFO;Wizards can dish out high damage, but can't take much in return;Ïòµ¼¿ÉÒÔÅ×³ö¸ßµÄÉËº¦£¬µ«Ò²»¨²»ÁË¶àÉÙ»Ø±¨
TID_HINT_HEALER_INFO;Healers can heal your ground units, but won't attack enemies;ÖÎÁÆÊ¦¿ÉÒÔÖÎÓúÄãµÄµØÃæµ¥Î»£¬µ«²»»á¹¥»÷µĞÈË
TID_HINT_HEALER_AIR;The Healer is a flying unit. Air Defenses and Archer Towers can shoot her down quickly;Ğ¡ÁéÊÇÒ»¸ö·ÉĞĞµ¥Î»¡£¿ÕÖĞ·ÀÓùºÍÉäÊÖËş¿ÉÒÔÅÄÉãËıÑ¸ËÙ»ØÂä
TID_HINT_DRAGON_AIR;The Dragon is a mighty flying unit that can attack both ground and air targets;ÁúÊÇÒ»¸öÇ¿´óµÄ£¬¿ÉÒÔ¹¥»÷µØÃæºÍ¿ÕÖĞÄ¿±êµÄ·ÉĞĞµ¥Î»
TID_HINT_PEKKA_INFO;Is P.E.K.K.A a knight? A samurai? A robot? No one knows!;P.E.K.K.AºÃ²»ºÃ£¿ÎäÊ¿£¿»úÆ÷ÈË£¿Ã»ÓĞÈËÖªµÀ£¡
TID_HINT_PEKKA_TRAP;The armor on P.E.K.K.A. is so heavy that the Spring Trap does not work on him.;µÄ¿ø¼×ÉÏP.E.K.K.A.µÄ´º½Ú£¬ÏİÚå²»ÉÏËûÊÇÈç´Ë³ÁÖØ¡£
TID_HINT_CANNON_TARGET;Cannons can only shoot at ground units;´óÅÚÖ»ÄÜÅÄÔÚµØÃæµ¥Î»
TID_HINT_MORTAR_TARGET;Mortars can only shoot at ground targets;Ë®ÄàÉ°½¬Ö»ÄÜÅÄÉãµØÃæÄ¿±ê
TID_HINT_MORTAR_DAMAGE;Mortars deal splash damage to all ground units near the hit location;Ë®ÄàÉ°½¬µÄ´¦ÀíÅö×²Î»ÖÃ¸½½üµÄËùÓĞµØÃæµ¥Î»µÄ¹¥»÷Ê±ËùÔì³ÉµÄ½¦ÉäÉËº¦½«
TID_HINT_ARCHER_TOWER_TARGET;Archer Towers can target both air and ground units;¹­¼ıÊÖËş¿ÉÒÔÕë¶Ô¿ÕÖĞºÍµØÃæµ¥Î»
TID_HINT_AIR_DEFENSE_TARGET;Air Defense's rockets only work against flying units;·À¿Õ»ğ¼ıÖ»ÄÜ¶Ô·ÉĞĞµ¥Î»
TID_HINT_WIZARD_TOWER_DAMAGE;The Wizard Tower deals damage against all units in the target area;¾«ÁéËşÔì³ÉÉËº¦£¬¶Ô¸÷µ¥Î»ÔÚÄ¿±êÇøÓò
TID_HINT_WIZARD_TOWER_TARGET;The Wizard Tower can target both ground and air units;¾«ÁéËş¿ÉÒÔÕë¶ÔµØÃæºÍ¿ÕÖĞµ¥Î»
TID_HINT_TESLA_HIDDEN;The Hidden Tesla tower is hidden from attackers until they come close enough;Òş²ØµÄÌØË¹À­ËşÊÇÒş²ØµÄ¹¥»÷Õß£¬Ö±µ½ËûÃÇ×ã¹»½Ó½ü
TID_HINT_TESLA_TARGET;The Hidden Tesla can attack both air and ground units;Òş²ØµÄ£¬ÌØË¹À­¿ÉÒÔ¹¥»÷¿ÕÖĞºÍµØÃæµ¥Î»
TID_HINT_TRAPS_TARGET;Traps are hidden from the attackers until they get close enough;ÏİÚåÊÇÒş²ØµÄ¹¥»÷Õß£¬Ö±µ½ËûÃÇµÃµ½×ã¹»½Ó½ü
TID_HINT_OBSTACLES;Clearing obstacles like rocks and trees sometimes rewards you with Gems;Çå³ıÕÏ°­£¬ÈçÑÒÊ¯ºÍÊ÷Ä¾£¬ÓĞÊ±»á½±ÀøÄãÓë±¦Ê¯
TID_HINT_BATTLE_LOG;The Battle Log shows information about attacks against your village;Õ½¶·ÈÕÖ¾ÏÔÊ¾ĞÅÏ¢¹¥»÷ÄãµÄ´å×¯
TID_HINT_REPLAY;You can watch Battle Replays from the Battle Log!;´ÓÕ½¶·ÈÕÖ¾£¬Äú¿ÉÒÔ¹Û¿´Õ½¶·»Ø·Å£¡
TID_HINT_ENEMY_TOWN_HALL;Destroying an enemy's Town Hall always gives you one star;´İ»ÙµĞÈËµÄ´ó»áÌÃ×Ü»á¸øÄãÒ»¸öÃ÷ĞÇ
TID_HINT_CLAN_CASTLE;Troops in the Clan Castle will defend your village;ÔÚ¼Ò×å³Ç±¤µÄ¾ü¶Ó½«º´ÎÀÄãµÄ´å×¯
TID_HINT_CAMP;Troops in the Camps are for attacking only - they won't defend your village;ÔÚÓªµØµÄ¾ü¶ÓÖ»¹¥»÷ - ËûÃÇ²»»á±£»¤ÄãµÄ´å×¯
TID_HINT_CAMP_DESTROYED;If you destroy an enemy's Army Camp, all troops inside will perish;Èç¹ûÄã´İ»ÙµĞÈËµÄ¾üÓª£¬ÀïÃæµÄËùÓĞ²¿¶Ó½«ÃğÍö
TID_HINT_SHIELD2;An active Shield protects you from all attacks;ÓĞĞ§µÄÆÁ±Î±£»¤ÄúËùÓĞ¹¥»÷
TID_HINT_SHIELD_GAIN;You get a free Shield if an attacker destroys your village;Èç¹û¹¥»÷ÕßÆÆ»µÄãµÄ´å×¯£¬ÄãµÃµ½Ò»¸öÃâ·ÑµÄ¶Ü
TID_HINT_SHIELD_GAIN_TIME;You get a longer lasting shield if your village is destroyed completely;Èç¹ûÄãµÄ´å×¯ÍêÈ«±»´İ»Ù£¬ÄãµÃµ½Ò»¸ö¸ü³Ö¾ÃµÄÆÁ±Î
TID_HINT_SHIELD_LOSE;If you attack another player while you have an active Shield, you will lose the Shield;Èç¹ûÄã¹¥»÷ÁíÒ»ÃûÇòÔ±£¬¶øÄãÓĞÒ»¸ö»îÔ¾µÄ¶Ü£¬Äã¾ÍÊ§È¥ÁË¶Ü
TID_HINT_SHIELD_SINGLE_PLAYER;You can attack the Goblin Horde (play single player missions) without losing your active Shield;²»Ê§È¥ÄãµÄÓĞÔ´ÆÁ±ÎµÄÇé¿öÏÂ£¬ÄãÒ²¿ÉÒÔ¹¥»÷µÄµØ¾«²¿Âä£¨Íæµ¥ÈËÈÎÎñ£©
TID_HINT_SINGLE_PLAYER_REWARDS;Need a bit more gold for an upgrade? Take it from the Goblins in a single player mission!;Éı¼¶ĞèÒª¸ü¶àµÄ»Æ½ğÄØ£¿µØ¾«ÔÚµ¥ÈËÓÎÏ·ÈÎÎñ£¡
